main verb - infinito senza to;separabile- se segnato vuol dire si;prep_1;prep_2
step;;around;
step;;aside;
step;;away;
step;;down;
step;;in;
step;;off;
step;;on;
step;;out;
step;;over;
step;;through;
step;;up;
step;;upon;
stetchered;;off;
stick;;across;
stick;;along;
stick;;around;
stick;;away;
stick;;down;
stick;;in;
stick;;on;
stick;;out;
stick;;over;
stick;;through;
stick;;up;
stiffen;;up;
stiking;;up;
stir;;in;
stir;;out;
stir;;over;
stir;;through;
stir;;up;
stirreth;;up;
stirring;;up;
stitch;;around;
stitch;;out;
stitch;;up;
stock;;along;
stock;;out;
stock;;up;
stoke;;up;
stomp;;along;
stomp;;around;
stomp;;down;
stomp;;off;
stomp;;out;
stomp;;over;
stone;;off;
stone;;out;
stone-packing;;around;
stoop;;down;
stoop;;over;
stop;;along;
stop;;around;
stop;;down;
stop;;off;
stop;;on;
stop;;out;
stop;;over;
stop;;up;
store;;away;
store;;in;
store;;off;
store;;on;
store;;out;
store;;over;
store;;through;
store;;up;
storm;;around;
storm;;down;
storm;;off;
storm;;out;
storm;;through;
storm;;up;
stottered;;along;
stow;;away;
stow;;out;
straggle;;along;
straggle;;down;
straighten;;out;
straighten;;up;
strain;;off;
strain;;out;
straiten;;up;
strand;;off;
strand;;out;
strand;;up;
strangle;;down;
strangle;;out;
strap;;around;
strap;;down;
strap;;in;
strap;;on;
strap;;up;
strategising;;around;
straw;;down;
straw;;up;
stray;;down;
stray;;off;
stray;;out;
streaches;;out;
streak;;along;
streak;;down;
streak;;out;
stream;;down;
stream;;in;
stream;;off;
stream;;out;
stream;;through;
streched;;out;
strekyn;;off;
strengthen;;in;
stress;;on;
stress;;out;
stress;;up;
stretch;;across;
stretch;;around;
stretch;;away;
stretch;;down;
stretch;;off;
stretch;;on;
stretch;;out;
stretch;;over;
stretch;;up;
stretchered;;off;
stretchered;;out;
strew;;around;
strew;;up;
stride;;along;
stride;;down;
stride;;off;
stride;;on;
stride;;out;
stride;;over;
stride;;up;
strike;;down;
strike;;off;
strike;;out;
strike;;through;
strike;;up;
striking;;up;
strimmed;;down;
strimming;;around;
string;;along;
string;;out;
string;;up;
strip;;away;
strip;;down;
strip;;off;
strip;;out;
stripe;;off;
strive;;on;
stroll;;across;
stroll;;along;
stroll;;around;
stroll;;down;
stroll;;out;
stroll;;over;
stroll;;through;
stroll;;up;
structure;;along;
structure;;around;
struggle;;along;
struggle;;down;
struggle;;on;
struggle;;out;
struggle;;over;
struggle;;through;
struggle;;up;
strum;;along;
strut;;around;
strut;;down;
strut;;up;
stub;;out;
study;;away;
study;;in;
study;;off;
study;;over;
study;;up;
stuff;;down;
stuff;;out;
stuff;;up;
stumble;;across;
stumble;;along;
stumble;;around;
stumble;;down;
stumble;;in;
stumble;;off;
stumble;;out;
stumble;;over;
stumble;;through;
stumble;;up;
stumble;;upon;
stump;;off;
stump;;up;
stunt;;off;
stutter;;along;
style;;up;
sub;;off;
subject;;up;
sublux/dislocate;;out;
submerge;;up;
submit;;along;
submit;;through;
submit;;up;
subs..warming;;up;
subscribe;;up;
subsidise;;up;
subtract;;out;
succeed;;along;
succeed;;up;
suck;;away;
suck;;down;
suck;;in;
suck;;off;
suck;;on;
suck;;out;
suck;;up;
sue;;out;
suffer;;along;
suffer;;around;
suffer;;away;
suffer;;out;
suffer;;over;
sugar;;out;
suggest;;around;
suggest;;out;
suggest;;over;
suggest;;up;
suit;;up;
sum;;out;
sum;;up;
sumed;;up;
summats;;up;
summon;;up;
sumping;;up;
sunbathe;;off;
sunbathe;;on;
superheat;;along;
superimpose;;upon;
supervise;;up;
supply;;along;
supply;;off;
supply;;on;
supply;;out;
supply;;up;
support;;around;
support;;down;
support;;in;
support;;open;
support;;out;
support;;up;
suppress;;along;
surf;;along;
surf;;around;
surf;;in;
surf;;off;
surf;;out;
surf;;over;
surf;;up;
surface;;around;
surface;;out;
surface;;over;
surface;;up;
surge;;around;
surge;;down;
surge;;out;
surge;;through;
surge;;up;
surrender;;up;
survey;;along;
survey;;up;
survive;;along;
survive;;around;
survive;;down;
survive;;in;
survive;;off;
survive;;on;
survive;;out;
survive;;through;
survive;;up;
suspect;;down;
suspend;;along;
suspend;;off;
suss;;out;
sustain;;up;
suture;;up;
swab;;down;
swagger;;around;
swagger;;out;
swagger;;up;
swallow;;down;
swallow;;up;
swallow;;whole;
swalowed;;down;
swamp;;up;
swanned;;off;
swanned;;out;
swanning;;around;
swanning;;off;
swap;;around;
swap;;away;
swap;;out;
swap;;over;
swap;;up;
sware;;unto;
swarm;;out;
swarm;;up;
swat;;aside;
swat;;off;
sway;;along;
swear;;off;
swear;;out;
swear;;unto;
swear;;up;
sweat;;away;
sweat;;off;
sweat;;out;
sweat;;over;
sweat;;up;
sweep;;along;
sweep;;around;
sweep;;aside;
sweep;;away;
sweep;;down;
sweep;;in;
sweep;;off;
sweep;;out;
sweep;;over;
sweep;;through;
sweep;;up;
sweeping;;away;
swell;;around;
swell;;down;
swell;;up;
swerve;;in;
swerve;;off;
swerve;;over;
swill;;down;
swill;;off;
swim;;across;
swim;;along;
swim;;around;
swim;;away;
swim;;down;
swim;;in;
swim;;off;
swim;;out;
swim;;over;
swim;;through;
swim;;up;
swing;;across;
swing;;along;
swing;;around;
swing;;aside;
swing;;away;
swing;;down;
swing;;off;
swing;;out;
swing;;over;
swing;;up;
swinning;;around;
swipe;;around;
swirl;;around;
swirl;;down;
swirl;;out;
swirl;;up;
switch;;across;
switch;;around;
switch;;away;
switch;;in;
switch;;off;
switch;;on;
switch;;out;
switch;;over;
switch;;up;
swith;;off;
swivel;;around;
swivel;;out;
swivelled;;around;
swollowed;;up;
swoop;;down;
swot;;up;
sync;;up;
synthesise;;out;
syphon;;off;
tab;;out;
tack;;on;
tack;;up;
tackle;;off;
tackle;;out;
tackle;;up;
tag;;along;
tag;;in;
tag;;on;
tag;;up;
tail;;off;
tailor;;out;
take;;across;
take;;along;
take;;apart;
take;;around;
take;;aside;
take;;away;
take;;down;
take;;in;
take;;off;
take;;on;
take;;out;
take;;over;
take;;through;
take;;unto;
take;;up;
taken;;out;
takes;;out;
taketh;;away;
taking;;away;
takle;;over;
talk;;along;
talk;;around;
talk;;down;
talk;;off;
talk;;out;
talk;;over;
talk;;through;
talk;;up;
talk;;upon;
tally;;up;
tamp;;down;
tan;;up;
tangle;;up;
tank;;up;
tap;;along;
tap;;away;
tap;;in;
tap;;off;
tap;;on;
tap;;out;
tap;;over;
tap;;up;
tape;;down;
tape;;off;
tape;;out;
tape;;over;
tape;;up;
taper;;down;
taper;;off;
taper;;out;
tar;;up;
target;;off;
target;;through;
target;;up;
tarmack;;over;
tarted;;up;
tarting;;around;
tarting;;up;
tax;;away;
tax;;out;
taxi;;down;
taxi;;out;
taxy;;off;
teach;;along;
teach;;down;
teach;;in;
teach;;on;
teach;;up;
teaching/reaching;;out;
team;;away;
team;;up;
tear;;along;
tear;;apart;
tear;;around;
tear;;aside;
tear;;away;
tear;;down;
tear;;off;
tear;;on;
tear;;open;
tear;;out;
tear;;up;
tears;;away;
tease;;apart;
tease;;out;
ted;;out;
tee;;off;
tee;;up;
telephone;;around;
telephone;;through;
tell;;aside;
tell;;off;
tell;;out;
tempt;;down;
ten;;out;
tender;;out;
tender;;through;
tenerife;;up;
tense;;up;
terrace;;down;
test;;along;
test;;down;
test;;in;
test;;off;
test;;on;
test;;out;
test;;up;
test;;upon;
testify;;unto;
tether;;down;
texting;;away;
thatch;;over;
thats;;up;
thaw;;out;
theyturned;;out;
thicken;;out;
thicken;;up;
thin;;down;
thin;;out;
thin;;up;
think;;along;
think;;around;
think;;down;
think;;in;
think;;off;
think;;on;
think;;out;
think;;over;
think;;through;
think;;up;
thrash;;around;
thrash;;away;
thrash;;out;
thread;;down;
thread;;up;
threaten;;down;
threaten;;up;
thresh;;out;
thrive;;down;
thrive;;in;
thrive;;off;
thrive;;on;
thrive;;out;
throb;;out;
throttle;;up;
throw;;around;
throw;;aside;
throw;;away;
throw;;down;
throw;;in;
throw;;off;
throw;;on;
throw;;open;
throw;;out;
throw;;over;
throw;;up;
throwning;;out;
thrust;;aside;
thrust;;down;
thrust;;out;
thrust;;up;
thrutched;;out;
thrutched;;through;
thud;;up;
thugged;;out;
thumb;;down;
thumb;;out;
thumb;;through;
thumb;;up;
thump;;down;
thump;;out;
thunder;;along;
thunder;;down;
thunder;;out;
thunder;;through;
thunder;;up;
thunks;;along;
tick;;along;
tick;;away;
tick;;down;
tick;;off;
tick;;over;
tick;;up;
ticket;;on;
tickle;;down;
tickle;;up;
tide;;up;
tidy;;around;
tidy;;up;
tie;;around;
tie;;down;
tie;;in;
tie;;off;
tie;;on;
tie;;out;
tie;;up;
tighening;;down;
tighten;;around;
tighten;;down;
tighten;;up;
tik;;up;
tile;;around;
tile;;over;
tilt;;down;
tilt;;off;
tilt;;over;
tilt;;up;
time;;off;
time;;out;
tin;;up;
ting;;up;
tingle;;around;
tingle;;down;
tinker;;around;
tinme-wasting;;over;
tinsled;;up;
tip;;away;
tip;;down;
tip;;off;
tip;;out;
tip;;over;
tip;;up;
tipexed;;out;
tippy-toed;;up;
tiptoe;;around;
tiptoe;;down;
tiptoe;;out;
tiptoe;;over;
tip-toed;;out;
tire;;out;
tithe;;off;
titrate;;up;
titter;;out;
toady;;up;
toboggan;;down;
toddle;;along;
toddle;;down;
toddle;;off;
toddle;;over;
toe;;up;
toenail;;out;
tog;;up;
toggle;;on;
toggle;;through;
toil;;away;
toil;;down;
toil;;up;
toll;;out;
tone;;around;
tone;;down;
tone;;up;
tonned;;down;
tood;;up;
took;;over;
tooke;;away;
tooke;;out;
tooked;;away;
tool;;up;
tootle;;along;
tootle;;away;
tootle;;off;
tootle;;out;
top;;off;
top;;out;
top;;over;
top;;up;
tope;;up;
topple;;down;
topple;;off;
topple;;out;
topple;;over;
torture;;in;
torture;;over;
toss;;around;
toss;;aside;
toss;;away;
toss;;down;
toss;;in;
toss;;off;
toss;;out;
toss;;over;
toss;;up;
tot;;up;
total;;up;
tote;;around;
tote;;up;
totter;;down;
totter;;off;
totter;;on;
totter;;up;
touch;;around;
touch;;down;
touch;;off;
touch;;on;
touch;;out;
touch;;up;
touch;;upon;
tough;;away;
toughen;;up;
tour;;around;
tour;;down;
tour;;on;
tour;;over;
tour;;through;
tour;;up;
tout;;around;
tow;;along;
tow;;away;
tow;;off;
tow;;out;
tow;;over;
tow;;up;
towel;;off;
tower;;over;
toy;;around;
trace;;around;
trace;;down;
trace;;off;
trace;;out;
trace;;over;
trace;;up;
track;;down;
track;;off;
track;;out;
track;;through;
track;;up;
trade;;along;
trade;;away;
trade;;down;
trade;;in;
trade;;off;
trade;;on;
trade;;out;
trade;;up;
trail;;along;
trail;;around;
trail;;down;
trail;;off;
trail;;out;
trail;;over;
train;;along;
train;;down;
train;;in;
train;;on;
train;;out;
train;;over;
train;;through;
train;;up;
traipse;;down;
traipse;;off;
traipse;;out;
traipse;;over;
traipse;;up;
tramp;;along;
tramp;;down;
tramp;;up;
trample;;down;
trample;;on;
trample;;out;
trample;;over;
trample;;up;
trample;;upon;
trance;;out;
transact;;out;
transfer;;across;
transfer;;down;
transfer;;in;
transfer;;out;
transfer;;over;
transfer;;through;
transfer;;unto;
transfer;;up;
transgress;;upon;
translaitted;;out;
translate;;across;
translate;;out;
translate;;over;
translate;;up;
transmit;;across;
transmit;;down;
transmit;;through;
transmit;;up;
transport;;across;
transport;;along;
transport;;around;
transport;;down;
transport;;off;
transport;;out;
transport;;up;
trap;;down;
trap;;up;
trash;;out;
travel;;across;
travel;;along;
travel;;around;
travel;;away;
travel;;down;
travel;;in;
travel;;on;
travel;;out;
travel;;over;
travel;;through;
travel;;up;
travel;;upon;
traverse;;across;
traverse;;along;
traverse;;around;
traverse;;down;
traverse;;out;
traverse;;over;
traverse;;up;
trawl;;around;
trawl;;through;
trawl;;up;
tread;;down;
tread;;on;
tread;;out;
tread;;upon;
treasure;;up;
treat;;off;
treat;;over;
treat;;up;
treat;;upon;
trek;;along;
trek;;around;
trek;;down;
trek;;off;
trek;;out;
trek;;through;
trek;;up;
tremble;;off;
trend;;down;
trend;;off;
trend;;up;
tri;;down;
triaging;;out;
trice;;up;
trick;;out;
trick;;up;
trickle;;around;
trickle;;down;
trickle;;in;
trickle;;out;
trickle;;through;
trickle;;up;
tricycle;;up;
trigger;;off;
trim;;around;
trim;;away;
trim;;down;
trim;;off;
trim;;out;
trim;;up;
trip;;down;
trip;;off;
trip;;on;
trip;;out;
trip;;over;
trip;;up;
triumph;;over;
trode;;down;
troll;;off;
troll;;up;
trollied;;out;
troop;;across;
troop;;around;
troop;;down;
troop;;off;
troop;;up;
troops;;out;
trot;;along;
trot;;around;
trot;;off;
trot;;out;
trot;;over;
trot;;through;
trot;;up;
trouble;;through;
troupe;;out;
trowel;;off;
trowled;;up;
trudge;;down;
trudge;;off;
trudge;;out;
trudge;;over;
trudge;;up;
trump;;up;
trundle;;along;
trundle;;around;
trundle;;down;
trundle;;off;
trundle;;on;
trundle;;out;
trundle;;over;
trundle;;through;
trundle;;up;
truss;;up;
trust;;in;
try;;off;
try;;on;
try;;out;
try;;over;
try;;up;
tube;;down;
tuck;;away;
tuck;;down;
tuck;;in;
tuck;;out;
tuck;;up;
tug;;out;
tumble;;along;
tumble;;around;
tumble;;down;
tumble;;in;
tumble;;off;
tumble;;out;
tumble;;over;
tumble;;through;
tumble;;up;
tun;;out;
tune;;down;
tune;;in;
tune;;out;
tune;;up;
tunnel;;out;
turbling;;out;
turened;;out;
turf;;off;
turf;;out;
turfed;;off;
turn;;around;
turn;;aside;
turn;;away;
turn;;down;
turn;;in;
turn;;off;
turn;;on;
turn;;out;
turn;;over;
turn;;unto;
turn;;up;
turn;;upon;
turned;;around;
turned;;off;
turpentine;;down;
tussle;;up;
tutor;;over;
twatting;;on;
tweak;;around;
twine;;up;
twirl;;around;
twist;;around;
twist;;off;
twist;;out;
twist;;up;
twitch;;up;
type;;away;
type;;in;
type;;on;
type;;out;
type;;up;
tyre;;off;
uling;;out;
uncover;;along;
underfund;;over;
under-recorded;;over;
understand;;through;
understand;;unto;
understand;;up;
understeer;;off;
undertake;;up;
underwrite;;up;
unfold;;out;
unfurl;;across;
unify;;around;
unite;;around;
unload;;in;
unload;;up;
unlock;;over;
unlock;;up;
unlucky....pissed;;up;
unravel;;down;
unremark;;upon;
unvisited;;up;
unwind;;along;
unwind;;in;
up/setting;;down;
update;;off;
update;;on;
update;;out;
upgrade;;along;
upset;;over;
urinate;;over;
use;;along;
use;;around;
use;;down;
use;;in;
use;;off;
use;;on;
use;;out;
use;;over;
use;;up;
use;;upon;
usher;;out;
utilise;;up;
utilize;;up;
vacuum;;up;
value;;down;
value;;up;
vanish;;away;
vanish;;off;
vanish;;out;
vanish;;up;
vary;;around;
vary;;up;
vat;;up;
vault;;up;
veer;;around;
veer;;down;
veer;;off;
veer;;out;
vegetate;;over;
vegging;;out;
velcros;;up;
vent;;out;
ventilate;;out;
venture;;across;
venture;;down;
venture;;off;
venture;;out;
venture;;over;
venture;;up;
verify;;off;
vibrate;;off;
vibrate;;out;
vibrate;;up;
vibrate;;upon;
view;;along;
view;;around;
view;;down;
view;;off;
view;;on;
view;;out;
view;;over;
view;;up;
view;;upon;
visit;;along;
visit;;away;
visit;;down;
visit;;in;
visit;;out;
visit;;over;
visit;;up;
visor;;up;
voice;;out;
volley;;in;
volley;;over;
volunteer;;along;
volunteer;;out;
volunteer;;up;
vomes;;up;
vomit;;out;
vomit;;up;
vomiteth;;out;
vote;;along;
vote;;around;
vote;;away;
vote;;down;
vote;;in;
vote;;off;
vote;;on;
vote;;out;
vote;;through;
vote;;upon;
vow;;down;
wad;;up;
waddle;;down;
waddle;;off;
wade;;around;
wade;;in;
wade;;out;
wade;;over;
wade;;through;
wade;;up;
wading;;through;
waffle;;on;
waft;;around;
waft;;down;
waft;;in;
waft;;out;
waft;;over;
waft;;up;
wail;;away;
wailing;;out;
wait;;along;
wait;;around;
wait;;down;
wait;;in;
wait;;off;
wait;;on;
wait;;out;
wait;;over;
wait;;up;
wait;;upon;
wake;;out;
wake;;up;
waken;;up;
walk;;across;
walk;;along;
walk;;around;
walk;;away;
walk;;down;
walk;;in;
walk;;off;
walk;;on;
walk;;out;
walk;;over;
walk;;through;
walk;;up;
walk;;upon;
walke;;along;
wall;;off;
wall;;up;
wallow;;around;
wallow;;down;
wallow;;in;
waltz;;in;
waltz;;off;
waltz;;out;
waltz;;over;
wander;;across;
wander;;along;
wander;;around;
wander;;away;
wander;;down;
wander;;in;
wander;;off;
wander;;on;
wander;;out;
wander;;over;
wander;;through;
wander;;up;
wanna;;up;
want;;around;
want;;off;
want;;out;
want;;over;
want;;up;
ward;;away;
ward;;down;
ward;;off;
warm;;down;
warm;;through;
warm;;up;
warming;;up;
warn;;away;
warn;;off;
warn;;out;
warn;;over;
warn;;up;
wash;;along;
wash;;around;
wash;;away;
wash;;down;
wash;;off;
wash;;out;
wash;;over;
wash;;up;
wash;;out;
wasn't;;up;
wasn't;;up;
wasn't;;up;
waste;;away;
waste;;out;
waste;;up;
watch;;down;
watch;;off;
watch;;on;
watch;;out;
watch;;over;
watch;;through;
watch;;up;
watch;;over;
water;;down;
water;;out;
water-ski;;off;
waukens;;up;
wave;;around;
wave;;aside;
wave;;away;
wave;;down;
wave;;off;
wave;;out;
wave;;through;
wave;;up;
waver;;around;
wax;;off;
wax;;out;
wax;;up;
way;;out;
wean;;away;
wean;;off;
wean;;on;
wear;;along;
wear;;around;
wear;;away;
wear;;down;
wear;;in;
wear;;off;
wear;;on;
wear;;out;
wear;;over;
wear;;through;
wear;;up;
weary;;out;
weaseled;;in;
weather;;along;
weathercock;;up;
weave;;around;
weave;;away;
weave;;in;
wedge;;up;
wee;;on;
weed;;down;
weed;;out;
weedle;;out;
ween;;off;
weep;;out;
weep;;over;
weigh;;around;
weigh;;down;
weigh;;in;
weigh;;out;
weigh;;unto;
weigh;;up;
weigh;;upon;
weight;;down;
weight;;up;
welcome;;away;
welcome;;in;
welcome;;up;
weld;;down;
weld;;in;
weld;;up;
well;;out;
well-bowled;;over;
well-pleasing;;unto;
welsh;;out;
went;;up;
wet;;down;
wet;;out;
whack;;out;
whats;;up;
wheedle;;out;
wheel;;along;
wheel;;down;
wheel;;off;
wheel;;out;
wheelspun;;away;
wheeze;;out;
whiff;;off;
whil;;away;
whimp;;out;
whine;;along;
whip;;along;
whip;;around;
whip;;away;
whip;;down;
whip;;off;
whip;;open;
whip;;out;
whip;;through;
whip;;up;
whirl;;along;
whirl;;around;
whirl;;away;
whirl;;down;
whisk;;aside;
whisk;;away;
whisk;;off;
whisk;;out;
whisk;;over;
whistle;;along;
whistle;;up;
white;;out;
whiten;;over;
whittle;;away;
whittle;;down;
whittle;;out;
whiz;;around;
whiz;;down;
whiz;;out;
whiz;;up;
whizz;;around;
whizz;;away;
whizz;;down;
whizz;;off;
whizz;;up;
whoop;;out;
whoosh;;down;
whoosh;;off;
wiating;;around;
widen;;out;
widen;;up;
wig;;out;
wiggle;;around;
wile;;away;
will;;away;
wimp;;out;
win;;away;
win;;down;
win;;off;
win;;out;
win;;over;
win;;through;
win;;up;
wince;;out;
winch;;down;
winch;;out;
winch;;up;
wind;;around;
wind;;down;
wind;;in;
wind;;open;
wind;;out;
wind;;up;
wing;;off;
wink;;out;
winkle;;out;
winnow;;down;
winnow;;out;
winter;;out;
wipe;;around;
wipe;;away;
wipe;;down;
wipe;;off;
wipe;;out;
wipe;;over;
wipe;;up;
wire;;up;
wis;;up;
wise;;up;
wish;;away;
wish;;up;
withdraw;;along;
withdraw;;up;
wither;;away;
withfed;;up;
withstand;;up;
witness;;out;
witness;;up;
wittered;;away;
wittering;;on;
wittle;;down;
wizz;;around;
wke;;up;
wobble;;down;
wobble;;off;
wobble;;over;
wobble;;up;
woken;;up;
wolf;;down;
womborough;;over;
wonder;;around;
wonder;;down;
wonder;;off;
wonder;;out;
wonder;;over;
wonder;;up;
wondere;;around;
woorks;;out;
work;;across;
work;;along;
work;;around;
work;;aside;
work;;away;
work;;down;
work;;in;
work;;off;
work;;on;
work;;out;
work;;over;
work;;through;
work;;up;
work;;upon;
worry;;away;
worry;;out;
worry;;over;
worship;;around;
wound;;up;
wrangle;;over;
wrap;;around;
wrap;;off;
wrap;;up;
wrapt;;up;
wreak;;upon;
wreck;;around;
wreck;;off;
wrench;;away;
wrench;;out;
wrestle;;down;
wriggle;;around;
wriggle;;down;
wriggle;;off;
wriggle;;out;
wriggle;;over;
wriggle;;through;
wriggle;;up;
wring;;off;
wring;;out;
wringed;;out;
wripped;;off;
write;;along;
write;;around;
write;;down;
write;;in;
write;;off;
write;;on;
write;;out;
write;;over;
write;;unto;
write;;up;
write;;upon;
writhe;;around;
wrote/found;;out;
wrought;;up;
wwound;;up;
yack;;up;
yank;;down;
yank;;off;
yeelded;;up;
yeh;;up;
yell;;down;
yell;;out;
yelp;;out;
yield;;up;
yoink;;out;
yomp;;up;
york;;away;
york;;out;
youre;;off;
youre;;out;
yourselves;;out;
yourselves;;up;
zap;;over;
zap;;up;
zero;;in;
zero;;out;
zigzag;;up;
zig-zag;;in;
zing;;off;
zing;;out;
zip;;along;
zip;;down;
zip;;off;
zip;;out;
zip;;up;
zip-lining;;down;
zone;;out;
zonked;;out;
zoom;;around;
zoom;;down;
zoom;;in;
zoom;;off;
zoom;;out;
zoom;;over;
zoom;;up;
